region,year,species_code,length,sex,abund
wgoa,1990,10110,55,2,2879524
wgoa,1990,10110,56,0,2730285
wgoa,1990,10110,56,1,70573
wgoa,1990,10110,56,2,2659713
wgoa,1990,10110,57,0,2418368
wgoa,1990,10110,57,1,10038
wgoa,1990,10110,57,2,2408330
wgoa,1990,10110,58,0,1734381
wgoa,1990,10110,58,2,1734381
wgoa,1990,10110,59,0,1933839
wgoa,1990,10110,59,2,1933839
wgoa,1990,10110,60,0,1200596
wgoa,1990,10110,60,1,10038
wgoa,1990,10110,60,2,1190558
wgoa,1990,10110,61,0,1094210
wgoa,1990,10110,61,1,32868
wgoa,1990,10110,61,2,1061342
wgoa,1990,10110,62,0,588184
wgoa,1990,10110,62,1,10038
wgoa,1990,10110,62,2,578146
wgoa,1990,10110,63,0,889184
wgoa,1990,10110,63,1,10038
wgoa,1990,10110,63,2,879146
wgoa,1990,10110,64,0,398267
wgoa,1990,10110,64,1,20076
wgoa,1990,10110,64,2,378192
wgoa,1990,10110,65,0,708837
wgoa,1990,10110,65,1,20076
wgoa,1990,10110,65,2,688762
wgoa,1990,10110,66,0,354613
wgoa,1990,10110,66,1,10038
wgoa,1990,10110,66,2,344575
wgoa,1990,10110,67,0,343160
wgoa,1990,10110,67,1,30113
wgoa,1990,10110,67,2,313047
wgoa,1990,10110,68,0,505467
wgoa,1990,10110,68,2,505467
wgoa,1990,10110,69,0,641213
wgoa,1990,10110,69,2,641213
wgoa,1990,10110,70,0,390568
wgoa,1990,10110,70,2,390568
wgoa,1990,10110,71,0,254553
wgoa,1990,10110,71,2,254553
wgoa,1990,10110,72,0,386635
wgoa,1990,10110,72,2,386635
wgoa,1990,10110,73,0,432488
wgoa,1990,10110,73,2,432488
wgoa,1990,10110,74,0,394090
wgoa,1990,10110,74,2,394090
wgoa,1990,10110,75,0,164407
wgoa,1990,10110,75,2,164407
wgoa,1990,10110,76,0,332742
wgoa,1990,10110,76,2,332742
wgoa,1990,10110,77,0,50947
wgoa,1990,10110,77,2,50947
wgoa,1990,10110,78,0,144145
wgoa,1990,10110,78,2,144145
wgoa,1990,10110,79,0,50131
wgoa,1990,10110,79,2,50131
wgoa,1990,10110,80,0,36329
wgoa,1990,10110,80,2,36329
wgoa,1990,10130,6,0,8056
wgoa,1990,10130,6,3,8056
wgoa,1990,10130,7,0,16111
wgoa,1990,10130,7,3,16111
wgoa,1990,10130,9,0,63685
wgoa,1990,10130,9,1,63685
wgoa,1990,10130,10,0,67874
wgoa,1990,10130,10,1,45564
wgoa,1990,10130,10,2,22309
wgoa,1990,10130,11,0,280748
wgoa,1990,10130,11,1,234724
wgoa,1990,10130,11,2,5746
wgoa,1990,10130,11,3,40278
wgoa,1990,10130,12,0,169255
wgoa,1990,10130,12,1,97541
wgoa,1990,10130,12,2,63659
wgoa,1990,10130,12,3,8056
wgoa,1990,10130,13,0,23448
wgoa,1990,10130,13,1,15761
wgoa,1990,10130,13,2,7686
wgoa,1990,10130,14,0,196644
wgoa,1990,10130,14,1,174033
wgoa,1990,10130,14,2,22611
wgoa,1990,10130,15,0,272492
wgoa,1990,10130,15,1,147946
wgoa,1990,10130,15,2,124546
wgoa,1990,10130,16,0,928378
wgoa,1990,10130,16,1,689500
wgoa,1990,10130,16,2,238877
wgoa,1990,10130,17,0,1362355
wgoa,1990,10130,17,1,1073408
wgoa,1990,10130,17,2,288948
wgoa,1990,10130,18,0,1362458
wgoa,1990,10130,18,1,752318
wgoa,1990,10130,18,2,610140
wgoa,1990,10130,19,0,3044186
wgoa,1990,10130,19,1,1434252
wgoa,1990,10130,19,2,1609933
wgoa,1990,10130,20,0,1778160
wgoa,1990,10130,20,1,596481
wgoa,1990,10130,20,2,1181678
wgoa,1990,10130,21,0,2361624
wgoa,1990,10130,21,1,1590742
wgoa,1990,10130,21,2,761938
wgoa,1990,10130,21,3,8944
wgoa,1990,10130,22,0,3000674
wgoa,1990,10130,22,1,1689133
wgoa,1990,10130,22,2,1302596
wgoa,1990,10130,22,3,8944
wgoa,1990,10130,23,0,3493142
wgoa,1990,10130,23,1,1968917
wgoa,1990,10130,23,2,1524224
wgoa,1990,10130,24,0,6329607
wgoa,1990,10130,24,1,3284285
wgoa,1990,10130,24,2,3036377
wgoa,1990,10130,24,3,8944
wgoa,1990,10130,25,0,9193764
wgoa,1990,10130,25,1,5256417
wgoa,1990,10130,25,2,3901569
wgoa,1990,10130,25,3,35774
wgoa,1990,10130,26,0,9367990
wgoa,1990,10130,26,1,5980959
wgoa,1990,10130,26,2,3369146
wgoa,1990,10130,26,3,17887
wgoa,1990,10130,27,0,11585361
wgoa,1990,10130,27,1,6494273
wgoa,1990,10130,27,2,5073198
wgoa,1990,10130,27,3,17887
wgoa,1990,10130,28,0,14573457
wgoa,1990,10130,28,1,9623260
wgoa,1990,10130,28,2,4869704
wgoa,1990,10130,28,3,80492
wgoa,1990,10130,29,0,12718228
wgoa,1990,10130,29,1,8300022
wgoa,1990,10130,29,2,4382432
wgoa,1990,10130,29,3,35774
wgoa,1990,10130,30,0,13338413
wgoa,1990,10130,30,1,8428611
wgoa,1990,10130,30,2,4847195
wgoa,1990,10130,30,3,62605
wgoa,1990,10130,31,0,16973865
wgoa,1990,10130,31,1,9605141
wgoa,1990,10130,31,2,7350838
wgoa,1990,10130,31,3,17887
wgoa,1990,10130,32,0,14761439
wgoa,1990,10130,32,1,7255730
wgoa,1990,10130,32,2,7478880
wgoa,1990,10130,32,3,26831
wgoa,1990,10130,33,0,13608808
wgoa,1990,10130,33,1,5684709
wgoa,1990,10130,33,2,7879382
wgoa,1990,10130,33,3,44718
wgoa,1990,10130,34,0,10894185
wgoa,1990,10130,34,1,3947175
wgoa,1990,10130,34,2,6938066
wgoa,1990,10130,34,3,8944
wgoa,1990,10130,35,0,8575309
wgoa,1990,10130,35,1,2316141
wgoa,1990,10130,35,2,6232338
wgoa,1990,10130,35,3,26831
wgoa,1990,10130,36,0,7810413
wgoa,1990,10130,36,1,1064043
wgoa,1990,10130,36,2,6719538
wgoa,1990,10130,36,3,26831
wgoa,1990,10130,37,0,6859398
wgoa,1990,10130,37,1,656751
wgoa,1990,10130,37,2,6193702
wgoa,1990,10130,37,3,8944
wgoa,1990,10130,38,0,6582819
wgoa,1990,10130,38,1,319532
wgoa,1990,10130,38,2,6263286
wgoa,1990,10130,39,0,3897384
wgoa,1990,10130,39,1,208982
wgoa,1990,10130,39,2,3679457
wgoa,1990,10130,39,3,8944
wgoa,1990,10130,40,0,3864619
wgoa,1990,10130,40,1,67268
wgoa,1990,10130,40,2,3788407
wgoa,1990,10130,40,3,8944
wgoa,1990,10130,41,0,2045529
wgoa,1990,10130,41,2,2036585
wgoa,1990,10130,41,3,8944
wgoa,1990,10130,42,0,1786199
wgoa,1990,10130,42,1,44778
wgoa,1990,10130,42,2,1723534
wgoa,1990,10130,42,3,17887
wgoa,1990,10130,43,0,1577838
wgoa,1990,10130,43,2,1559951
wgoa,1990,10130,43,3,17887
wgoa,1990,10130,44,0,958721
wgoa,1990,10130,44,2,958721
wgoa,1990,10130,45,0,523042
wgoa,1990,10130,45,2,523042
wgoa,1990,10130,46,0,349121
wgoa,1990,10130,46,2,349121
wgoa,1990,10130,47,0,155512
wgoa,1990,10130,47,2,155512
wgoa,1990,10130,48,0,41206
wgoa,1990,10130,48,2,41206
wgoa,1990,10130,49,0,86208
wgoa,1990,10130,49,2,86208
wgoa,1990,10130,50,0,61473
wgoa,1990,10130,50,2,52529
wgoa,1990,10130,50,3,8944
wgoa,1990,10180,32,0,24106
wgoa,1990,10180,32,1,8844
wgoa,1990,10180,32,2,15262
wgoa,1990,10180,33,0,26685
wgoa,1990,10180,33,1,26685
wgoa,1990,10180,35,0,59094
wgoa,1990,10180,35,1,59094
wgoa,1990,10180,36,0,87344
wgoa,1990,10180,36,1,76172
wgoa,1990,10180,36,2,11172
wgoa,1990,10180,37,0,82803
wgoa,1990,10180,37,1,53545
wgoa,1990,10180,37,2,29258
wgoa,1990,10180,38,0,188854
wgoa,1990,10180,38,1,123423
wgoa,1990,10180,38,2,65430
wgoa,1990,10180,39,0,190711
wgoa,1990,10180,39,1,143857
wgoa,1990,10180,39,2,46853
wgoa,1990,10180,40,0,240434
wgoa,1990,10180,40,1,169479
wgoa,1990,10180,40,2,70955
wgoa,1990,10180,41,0,79529
wgoa,1990,10180,41,1,64267
wgoa,1990,10180,41,2,15262
wgoa,1990,10180,42,0,47975
wgoa,1990,10180,42,1,39131
wgoa,1990,10180,42,2,8844
wgoa,1990,10180,43,0,111115
wgoa,1990,10180,43,1,40821
wgoa,1990,10180,43,2,70294
wgoa,1990,10180,44,0,50791
wgoa,1990,10180,44,1,17841
wgoa,1990,10180,44,2,32950
wgoa,1990,10180,45,0,184334
wgoa,1990,10180,45,2,184334
wgoa,1990,10180,46,0,76350
wgoa,1990,10180,46,1,28500
wgoa,1990,10180,46,2,47850
wgoa,1990,10180,47,0,100072
wgoa,1990,10180,47,1,8844
wgoa,1990,10180,47,2,91228
wgoa,1990,10180,48,0,17688
wgoa,1990,10180,48,2,17688
wgoa,1990,10180,49,0,37253
wgoa,1990,10180,49,2,37253
wgoa,1990,10180,50,0,26930
wgoa,1990,10180,50,2,26930
wgoa,1990,10180,51,0,35927
wgoa,1990,10180,51,2,35927
wgoa,1990,10180,52,0,53369
wgoa,1990,10180,52,2,53369
wgoa,1990,10180,53,0,73540
wgoa,1990,10180,53,2,73540
wgoa,1990,10180,54,0,17841
wgoa,1990,10180,54,2,17841
wgoa,1990,10180,58,0,18086
wgoa,1990,10180,58,2,18086
wgoa,1990,10200,21,0,42155
wgoa,1990,10200,21,1,7673
wgoa,1990,10200,21,2,34482
wgoa,1990,10200,22,0,74445
wgoa,1990,10200,22,1,18901
wgoa,1990,10200,22,2,55544
wgoa,1990,10200,23,0,59365
wgoa,1990,10200,23,1,10531
wgoa,1990,10200,23,2,48834
wgoa,1990,10200,24,0,154093
wgoa,1990,10200,24,1,101631
wgoa,1990,10200,24,2,52462
wgoa,1990,10200,25,0,181223
wgoa,1990,10200,25,1,133998
wgoa,1990,10200,25,2,47225
wgoa,1990,10200,26,0,444620
wgoa,1990,10200,26,1,280762
wgoa,1990,10200,26,2,163857
wgoa,1990,10200,27,0,325813
wgoa,1990,10200,27,1,192672
wgoa,1990,10200,27,2,133141
wgoa,1990,10200,28,0,872734
wgoa,1990,10200,28,1,420356
wgoa,1990,10200,28,2,452379
wgoa,1990,10200,29,0,655782
wgoa,1990,10200,29,1,443478
wgoa,1990,10200,29,2,212303
wgoa,1990,10200,30,0,352482
wgoa,1990,10200,30,1,244481
wgoa,1990,10200,30,2,108001
wgoa,1990,10200,31,0,393803
wgoa,1990,10200,31,1,234352
wgoa,1990,10200,31,2,159451
wgoa,1990,10200,32,0,395604
wgoa,1990,10200,32,1,249953
wgoa,1990,10200,32,2,145652
wgoa,1990,10200,33,0,429697
wgoa,1990,10200,33,1,331932
wgoa,1990,10200,33,2,97768
wgoa,1990,10200,34,0,643502
wgoa,1990,10200,34,1,446174
wgoa,1990,10200,34,2,197327
wgoa,1990,10200,35,0,644433
wgoa,1990,10200,35,1,521152
wgoa,1990,10200,35,2,123281
wgoa,1990,10200,36,0,715217
wgoa,1990,10200,36,1,512715
wgoa,1990,10200,36,2,202502
wgoa,1990,10200,37,0,840986
wgoa,1990,10200,37,1,464987
wgoa,1990,10200,37,2,375999
wgoa,1990,10200,38,0,715110
wgoa,1990,10200,38,1,344147
wgoa,1990,10200,38,2,370963
wgoa,1990,10200,39,0,723189
wgoa,1990,10200,39,1,355070
wgoa,1990,10200,39,2,368118
wgoa,1990,10200,40,0,841655
wgoa,1990,10200,40,1,253936
wgoa,1990,10200,40,2,587719
wgoa,1990,10200,41,0,936274
wgoa,1990,10200,41,1,357489
wgoa,1990,10200,41,2,578785
wgoa,1990,10200,42,0,914756
wgoa,1990,10200,42,1,155603
wgoa,1990,10200,42,2,759153
wgoa,1990,10200,43,0,633615
wgoa,1990,10200,43,1,142684
wgoa,1990,10200,43,2,490930
wgoa,1990,10200,44,0,726672
wgoa,1990,10200,44,1,74299
wgoa,1990,10200,44,2,652373
wgoa,1990,10200,45,0,646970
wgoa,1990,10200,45,1,62756
wgoa,1990,10200,45,2,584215
wgoa,1990,10200,46,0,425766
wgoa,1990,10200,46,1,61863
wgoa,1990,10200,46,2,363903
wgoa,1990,10200,47,0,556216
wgoa,1990,10200,47,1,20908
wgoa,1990,10200,47,2,535308
wgoa,1990,10200,48,0,296304
wgoa,1990,10200,48,2,296304
wgoa,1990,10200,49,0,306444
wgoa,1990,10200,49,2,306444
wgoa,1990,10200,50,0,228996
wgoa,1990,10200,50,1,13235
wgoa,1990,10200,50,2,215761
wgoa,1990,10200,51,0,60473
wgoa,1990,10200,51,2,60473
wgoa,1990,10200,52,0,57871
wgoa,1990,10200,52,2,57871
wgoa,1990,10200,53,0,22967
wgoa,1990,10200,53,2,22967
wgoa,1990,10200,54,0,40022
wgoa,1990,10200,54,2,40022
wgoa,1990,10200,55,0,12464
wgoa,1990,10200,55,2,12464
wgoa,1990,10200,56,0,18784
wgoa,1990,10200,56,2,18784
wgoa,1990,20510,42,0,64700
wgoa,1990,20510,42,1,16222
wgoa,1990,20510,42,2,48478
wgoa,1990,20510,43,0,16222
wgoa,1990,20510,43,1,16222
wgoa,1990,20510,44,0,23967
wgoa,1990,20510,44,1,8111
wgoa,1990,20510,44,2,15856
wgoa,1990,20510,45,0,88302
wgoa,1990,20510,45,1,72445
wgoa,1990,20510,45,2,15856
wgoa,1990,20510,46,0,40190
wgoa,1990,20510,46,1,15856
wgoa,1990,20510,46,2,24333
wgoa,1990,20510,47,0,153179
wgoa,1990,20510,47,1,104701
wgoa,1990,20510,47,2,48478
wgoa,1990,20510,48,0,169401
wgoa,1990,20510,48,1,153545
wgoa,1990,20510,48,2,15856
wgoa,1990,20510,49,0,104890
wgoa,1990,20510,49,1,32079
wgoa,1990,20510,49,2,72811
wgoa,1990,20510,50,0,8111
wgoa,1990,20510,50,1,8111
wgoa,1990,20510,51,0,16222
wgoa,1990,20510,51,1,8111
wgoa,1990,20510,51,2,8111
wgoa,1990,20510,52,0,32444
wgoa,1990,20510,52,1,24333
wgoa,1990,20510,52,2,8111
wgoa,1990,20510,53,0,163564
wgoa,1990,20510,53,2,163564
wgoa,1990,20510,54,0,80191
wgoa,1990,20510,54,1,23967
wgoa,1990,20510,54,2,56223
wgoa,1990,20510,55,0,56223
wgoa,1990,20510,55,2,56223
wgoa,1990,20510,56,0,58497
wgoa,1990,20510,56,1,48478
wgoa,1990,20510,56,2,10019
wgoa,1990,20510,57,0,108692
wgoa,1990,20510,57,1,96956
wgoa,1990,20510,57,2,11736
wgoa,1990,20510,58,0,106975
wgoa,1990,20510,58,1,58497
wgoa,1990,20510,58,2,48478
wgoa,1990,20510,59,0,145434
wgoa,1990,20510,59,1,145434
wgoa,1990,20510,60,0,124739
wgoa,1990,20510,60,1,66242
wgoa,1990,20510,60,2,58497
wgoa,1990,20510,61,0,235148
wgoa,1990,20510,61,1,66242
wgoa,1990,20510,61,2,168906
wgoa,1990,20510,62,0,308632
wgoa,1990,20510,62,1,260154
wgoa,1990,20510,62,2,48478
wgoa,1990,20510,63,0,48478
wgoa,1990,20510,63,2,48478
wgoa,1990,20510,64,0,190662
wgoa,1990,20510,64,1,23472
wgoa,1990,20510,64,2,167189
wgoa,1990,20510,65,0,257881
wgoa,1990,20510,65,1,48478
wgoa,1990,20510,65,2,209403
wgoa,1990,20510,66,0,73988
wgoa,1990,20510,66,2,73988
wgoa,1990,20510,67,0,71950
wgoa,1990,20510,67,2,71950
wgoa,1990,20510,68,0,96956
wgoa,1990,20510,68,2,96956
wgoa,1990,20510,70,0,108692
wgoa,1990,20510,70,1,11736
wgoa,1990,20510,70,2,96956
wgoa,1990,20510,72,0,48478
wgoa,1990,20510,72,2,48478
wgoa,1990,20510,73,0,10019
wgoa,1990,20510,73,1,10019
wgoa,1990,20510,74,0,7745
wgoa,1990,20510,74,2,7745
wgoa,1990,20510,75,0,10019
wgoa,1990,20510,75,2,10019
wgoa,1990,20510,76,0,10019
wgoa,1990,20510,76,2,10019
wgoa,1990,21720,12,0,24686
wgoa,1990,21720,12,1,24686
wgoa,1990,21720,17,0,35971
wgoa,1990,21720,17,1,35971
wgoa,1990,21720,18,0,30409
wgoa,1990,21720,18,1,30409
wgoa,1990,21720,19,0,128013
wgoa,1990,21720,19,1,85342
wgoa,1990,21720,19,2,42671
wgoa,1990,21720,20,0,92042
wgoa,1990,21720,20,1,67356
wgoa,1990,21720,20,2,24686
wgoa,1990,21720,21,0,58352
wgoa,1990,21720,21,1,40366
wgoa,1990,21720,21,2,17985
wgoa,1990,21720,22,0,24686
wgoa,1990,21720,22,1,24686
wgoa,1990,21720,26,0,24686
wgoa,1990,21720,26,2,24686
wgoa,1990,21720,29,0,50896
wgoa,1990,21720,29,1,23675
wgoa,1990,21720,29,2,27221
wgoa,1990,21720,30,0,254342
wgoa,1990,21720,30,1,200908
wgoa,1990,21720,30,2,53434
wgoa,1990,21720,31,0,645813
wgoa,1990,21720,31,1,332539
wgoa,1990,21720,31,2,313276
wgoa,1990,21720,32,0,526604
wgoa,1990,21720,32,1,262625
wgoa,1990,21720,32,2,263979
wgoa,1990,21720,33,0,852658
wgoa,1990,21720,33,1,452353
wgoa,1990,21720,33,2,400305
wgoa,1990,21720,34,0,979574
wgoa,1990,21720,34,1,432405
wgoa,1990,21720,34,2,547169
wgoa,1990,21720,35,0,1194337
wgoa,1990,21720,35,1,559145
wgoa,1990,21720,35,2,635192
wgoa,1990,21720,36,0,650655
wgoa,1990,21720,36,1,233135
wgoa,1990,21720,36,2,417521
wgoa,1990,21720,37,0,887351
wgoa,1990,21720,37,1,348546
wgoa,1990,21720,37,2,538804
wgoa,1990,21720,38,0,829300
wgoa,1990,21720,38,1,405759
wgoa,1990,21720,38,2,423541
wgoa,1990,21720,39,0,730690
wgoa,1990,21720,39,1,377497
wgoa,1990,21720,39,2,353193
wgoa,1990,21720,40,0,416280
wgoa,1990,21720,40,1,185943
wgoa,1990,21720,40,2,230338
wgoa,1990,21720,41,0,367860
wgoa,1990,21720,41,1,142411
wgoa,1990,21720,41,2,225450
wgoa,1990,21720,42,0,312720
wgoa,1990,21720,42,1,190169
wgoa,1990,21720,42,2,122551
wgoa,1990,21720,43,0,340813
wgoa,1990,21720,43,1,223145
wgoa,1990,21720,43,2,117668
wgoa,1990,21720,44,0,514888
wgoa,1990,21720,44,1,324160
wgoa,1990,21720,44,2,190728
wgoa,1990,21720,45,0,495965
wgoa,1990,21720,45,1,186907
wgoa,1990,21720,45,2,309058
wgoa,1990,21720,46,0,690074
wgoa,1990,21720,46,1,306829
wgoa,1990,21720,46,2,383246
wgoa,1990,21720,47,0,1090332
wgoa,1990,21720,47,1,598201
wgoa,1990,21720,47,2,492130
wgoa,1990,21720,48,0,1356414
wgoa,1990,21720,48,1,631750
wgoa,1990,21720,48,2,724665
wgoa,1990,21720,49,0,1204539
wgoa,1990,21720,49,1,697890
wgoa,1990,21720,49,2,506649
wgoa,1990,21720,50,0,1523082
wgoa,1990,21720,50,1,743246
wgoa,1990,21720,50,2,779836
wgoa,1990,21720,51,0,1545483
wgoa,1990,21720,51,1,800949
wgoa,1990,21720,51,2,744535
wgoa,1990,21720,52,0,1571042
wgoa,1990,21720,52,1,849106
wgoa,1990,21720,52,2,721937
wgoa,1990,21720,53,0,1430378
wgoa,1990,21720,53,1,754455
wgoa,1990,21720,53,2,675923
wgoa,1990,21720,54,0,1920016
wgoa,1990,21720,54,1,1020969
wgoa,1990,21720,54,2,899049
wgoa,1990,21720,55,0,1632290
wgoa,1990,21720,55,1,810735
wgoa,1990,21720,55,2,821554
wgoa,1990,21720,56,0,1608444
wgoa,1990,21720,56,1,777245
wgoa,1990,21720,56,2,831197
wgoa,1990,21720,57,0,1891733
wgoa,1990,21720,57,1,1138419
wgoa,1990,21720,57,2,753314
wgoa,1990,21720,58,0,1759021
wgoa,1990,21720,58,1,833620
wgoa,1990,21720,58,2,925402
wgoa,1990,21720,59,0,1743939
wgoa,1990,21720,59,1,952719
wgoa,1990,21720,59,2,791220
wgoa,1990,21720,60,0,1593882
wgoa,1990,21720,60,1,802366
wgoa,1990,21720,60,2,791516
wgoa,1990,21720,61,0,1546247
wgoa,1990,21720,61,1,777794
wgoa,1990,21720,61,2,768453
wgoa,1990,21720,62,0,1236905
wgoa,1990,21720,62,1,551400
wgoa,1990,21720,62,2,685505
wgoa,1990,21720,63,0,1384028
wgoa,1990,21720,63,1,744582
wgoa,1990,21720,63,2,639446
wgoa,1990,21720,64,0,1014498
wgoa,1990,21720,64,1,391178
wgoa,1990,21720,64,2,623321
wgoa,1990,21720,65,0,1065827
wgoa,1990,21720,65,1,466839
wgoa,1990,21720,65,2,598987
wgoa,1990,21720,66,0,1000106
wgoa,1990,21720,66,1,348051
wgoa,1990,21720,66,2,652054
wgoa,1990,21720,67,0,731836
wgoa,1990,21720,67,1,297481
wgoa,1990,21720,67,2,434355
wgoa,1990,21720,68,0,774185
wgoa,1990,21720,68,1,319437
wgoa,1990,21720,68,2,454750
wgoa,1990,21720,69,0,571483
wgoa,1990,21720,69,1,160913
wgoa,1990,21720,69,2,410571
wgoa,1990,21720,70,0,754926
wgoa,1990,21720,70,1,316196
wgoa,1990,21720,70,2,438730
wgoa,1990,21720,71,0,549293
wgoa,1990,21720,71,1,208224
wgoa,1990,21720,71,2,341069
wgoa,1990,21720,72,0,419358
wgoa,1990,21720,72,1,161085
wgoa,1990,21720,72,2,258272
wgoa,1990,21720,73,0,485236
wgoa,1990,21720,73,1,227770
wgoa,1990,21720,73,2,257466
wgoa,1990,21720,74,0,344649
wgoa,1990,21720,74,1,159194
wgoa,1990,21720,74,2,185455
wgoa,1990,21720,75,0,341990
wgoa,1990,21720,75,1,153575
wgoa,1990,21720,75,2,188415
wgoa,1990,21720,76,0,375107
wgoa,1990,21720,76,1,237809
wgoa,1990,21720,76,2,137296
wgoa,1990,21720,77,0,279102
wgoa,1990,21720,77,1,155846
wgoa,1990,21720,77,2,123257
wgoa,1990,21720,78,0,333802
wgoa,1990,21720,78,1,82471
wgoa,1990,21720,78,2,251331
wgoa,1990,21720,79,0,309932
wgoa,1990,21720,79,1,67297
wgoa,1990,21720,79,2,242635
wgoa,1990,21720,80,0,479933
wgoa,1990,21720,80,1,106260
wgoa,1990,21720,80,2,373672
wgoa,1990,21720,81,0,262241
wgoa,1990,21720,81,1,147588
wgoa,1990,21720,81,2,114653
wgoa,1990,21720,82,0,395258
wgoa,1990,21720,82,1,98103
wgoa,1990,21720,82,2,297155
wgoa,1990,21720,83,0,346679
wgoa,1990,21720,83,1,110333
wgoa,1990,21720,83,2,236346
wgoa,1990,21720,84,0,429091
wgoa,1990,21720,84,1,230773
wgoa,1990,21720,84,2,198316
wgoa,1990,21720,85,0,229376
wgoa,1990,21720,85,1,76070
